,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
1139,312.0,190.0,33.0,70,11.34,2.81,62.28,53.7,55.75
1140,254.0,173.92,27.0,10,0.51,3.71,46.61,37.12,35.29
1141,651.0,186.54,29.0,77,7.63,4.15,60.96,56.64,49.77
1142,997.89,186.54,27.0,4,1.93,3.14,62.54,69.66,55.56
1143,321.11,186.54,23.0,60,4.05,3.67,59.8,58.02,56.99
1144,1553.0,186.54,20.0,14,1.77,5.16,57.52,50.28,46.88
1145,633.47,186.54,29.0,8,2.47,3.56,60.63,60.36,42.11
1146,686.0,186.54,30.0,35,3.05,3.8,55.55,53.99,35.29
1147,95.0,185.0,28.0,87,12.73,3.52,61.08,55.0,55.21
1148,173.83,185.0,36.0,41,2.64,2.69,60.37,51.31,50.0
1149,81.14,183.0,34.0,45,10.96,4.44,62.58,57.38,52.26
1150,60.0,180.0,28.0,70,8.65,3.35,61.83,56.24,56.09
1151,550.18,186.54,27.0,8,5.69,7.66,58.01,64.11,27.27
1152,475.0,186.54,25.0,19,2.93,5.7,55.57,52.68,31.71
1153,1279.0,186.54,25.0,25,2.02,6.76,54.45,48.27,34.04
1154,274.29,186.54,29.0,14,1.17,4.93,54.29,47.26,51.61
1155,162.0,173.92,26.0,40,6.71,6.83,51.42,50.18,48.03
1156,392.0,173.92,23.0,2,0.88,6.14,51.66,39.68,20.0
1157,505.0,173.92,23.0,8,1.07,5.28,47.67,37.77,25.0
1158,53.0,162.0,19.0,22,1.71,6.55,49.19,46.21,63.16
1159,604.0,173.92,22.0,4,0.24,7.79,52.46,50.38,42.86
1160,288.18,173.92,29.0,7,0.17,2.36,47.01,51.31,27.27
1161,724.38,176.0,35.0,5,0.63,3.91,51.47,52.36,25.0
1162,340.0,173.92,22.0,7,1.06,7.18,50.15,40.3,25.0
1163,7.0,172.0,26.0,62,9.56,4.65,55.62,53.89,55.43
1164,620.0,173.92,29.0,15,5.43,8.88,52.21,47.21,18.18
1165,64.8,173.92,32.0,21,12.63,8.73,55.77,46.97,64.0
1166,145.44,173.0,25.0,6,1.76,7.33,52.47,62.42,33.33
1167,183.0,173.92,23.0,19,1.82,10.72,49.06,40.6,45.45
1168,-1.0,173.92,24.0,5,0.03,4.75,59.56,72.97,80.0
1169,98.01,173.92,29.0,36,8.45,6.74,49.47,47.83,44.57
1170,539.0,186.54,25.0,12,1.43,3.9,54.09,48.64,43.33
1171,278.0,173.92,26.0,11,1.43,5.06,55.31,52.3,50.0
1172,90.0,180.0,23.0,41,4.94,3.72,54.02,52.29,53.79
1173,35.0,198.0,32.0,52,18.85,4.37,65.63,60.83,63.4
1174,-1.0,186.54,27.0,5,0.9,4.42,60.65,51.34,28.57
1175,143.8,174.0,29.0,25,4.34,6.69,56.63,49.73,54.1
1176,217.0,173.92,32.0,33,1.39,8.89,49.81,43.19,38.03
1177,396.0,173.92,23.0,4,0.19,9.18,50.43,55.69,20.0
1178,383.58,194.0,32.0,44,4.2,4.75,62.45,59.27,62.59
1179,178.0,186.54,26.0,73,12.17,7.02,60.58,53.31,54.04
1180,-1.0,186.54,26.0,7,3.39,7.2,62.88,66.91,46.67
1181,261.19,186.54,30.0,15,1.87,6.5,51.29,44.93,6.25
1182,643.0,186.54,28.0,5,3.1,2.89,59.37,55.86,28.57
1183,35.0,173.0,22.0,38,6.92,7.51,55.62,47.76,59.21
1184,43.0,186.54,27.0,5,1.28,5.96,55.23,51.31,46.15
1185,676.0,186.54,20.0,4,1.59,1.82,52.31,52.44,33.33
1186,477.0,186.54,27.0,37,4.03,5.53,61.25,48.94,45.07
1187,783.0,186.54,27.0,9,5.91,3.99,64.26,62.25,56.0
1188,753.0,190.0,33.0,36,2.74,3.14,58.89,52.05,39.47
1189,55.0,175.0,19.0,30,5.55,7.36,55.22,51.89,61.29
1190,632.75,186.54,20.0,5,1.07,3.9,57.81,55.84,37.5
1191,495.0,186.54,29.0,37,5.27,5.84,58.78,51.95,48.8
1192,580.0,186.54,17.0,3,2.83,5.94,49.52,48.01,28.57
1193,1095.88,186.54,22.0,3,8.56,3.67,61.04,49.87,12.5
1194,285.0,190.0,31.0,70,6.36,6.04,58.15,55.47,53.22
1195,729.0,186.54,18.0,3,2.05,7.46,48.98,57.22,0.0
1196,594.0,186.54,25.0,23,8.9,4.82,62.65,57.28,38.98
1197,367.0,173.92,28.0,6,1.43,5.99,47.76,50.83,33.33
1198,288.0,173.92,30.0,19,8.03,5.22,53.83,52.5,40.43
1199,113.0,160.0,27.0,38,2.29,5.13,50.8,49.09,44.9
1200,604.0,186.54,23.0,10,1.52,5.4,63.35,65.99,50.0
1201,39.0,188.0,29.0,81,9.7,4.68,60.27,57.1,59.19
1202,1816.2,186.54,19.0,4,0.32,6.52,52.19,47.29,20.0
1203,421.0,186.54,22.0,11,1.55,5.11,55.1,54.82,51.85
1204,702.0,186.54,27.0,8,1.19,4.96,56.56,60.39,57.14
1205,103.0,173.92,27.0,26,7.59,8.45,53.03,50.51,46.27
1206,1257.0,186.54,20.0,1,1.61,3.25,53.81,44.63,50.0
1207,568.11,186.54,26.0,6,0.33,1.57,46.87,43.75,22.22
1208,451.2,186.54,24.0,13,3.0,2.07,61.98,52.15,40.0
1209,406.0,186.54,24.0,4,2.35,5.02,66.35,31.82,42.86
1210,431.0,186.54,21.0,16,3.0,4.45,56.25,54.47,41.18
1211,1115.0,186.54,28.0,20,2.49,5.49,55.96,43.1,39.02
1212,1248.0,186.54,20.0,6,2.38,4.65,58.39,40.07,38.46
1213,278.0,186.54,20.0,5,0.66,2.86,59.5,57.99,65.0
1214,222.0,186.54,27.0,93,6.68,3.52,61.05,56.05,56.69
1215,430.0,186.54,28.0,10,2.96,5.46,55.69,47.94,31.25
1216,180.4,173.0,30.0,4,0.55,9.34,52.73,39.26,20.0
1217,537.0,186.54,26.0,27,3.48,3.48,58.88,51.63,41.18
1218,454.0,186.54,23.0,13,3.87,4.23,55.0,47.34,40.0
1219,385.0,186.54,32.0,18,1.9,3.25,60.89,52.29,48.72
1220,154.0,186.54,29.0,81,15.58,7.41,59.97,51.94,50.24
1221,394.0,186.54,22.0,11,6.3,5.61,58.61,50.71,33.33
1222,296.24,186.54,28.0,20,3.92,7.21,61.36,52.05,38.24
1223,1227.0,186.54,31.0,4,1.3,8.47,46.02,48.8,20.0
1224,364.0,183.0,20.0,8,0.82,6.25,50.78,34.88,25.0
1225,756.0,186.54,26.0,65,6.46,2.5,59.87,55.53,46.3
1226,932.0,186.54,19.0,11,1.52,6.68,56.09,47.35,25.0
1227,127.14,186.54,31.0,5,1.74,6.93,50.26,47.11,14.29
1228,328.0,186.54,22.0,28,5.32,4.64,61.03,59.46,38.98
1229,292.0,186.54,34.0,88,2.52,5.2,55.67,51.57,43.72
1230,328.51,186.54,26.0,33,7.72,4.4,63.23,58.92,48.65
1231,731.0,186.54,20.0,8,3.9,4.06,55.06,46.09,36.0
1232,1514.0,186.54,19.0,6,0.89,4.15,54.71,55.53,18.18
1233,236.0,188.0,33.0,64,9.3,7.3,59.39,53.11,53.49
1234,269.0,188.0,34.0,79,8.65,3.77,60.25,56.42,54.58
1235,746.0,186.54,33.0,8,2.33,4.12,60.16,56.99,61.11
1236,1081.54,186.54,26.0,10,2.17,4.36,59.33,60.15,15.38
1237,835.0,186.54,31.0,18,1.0,3.4,53.95,51.74,39.47
1238,728.0,186.54,27.0,45,4.52,3.82,58.95,50.04,45.0
1239,948.8,186.54,25.0,5,1.88,4.43,55.34,50.09,0.0
1240,176.0,186.54,23.0,71,9.07,3.52,59.99,53.38,50.72
1241,345.5,186.54,23.0,5,1.49,3.26,59.81,59.08,50.0
1242,345.85,186.54,30.0,11,3.22,3.63,59.78,49.93,40.0
1243,597.0,186.54,26.0,28,6.48,4.34,57.22,53.97,42.37
1244,141.0,198.0,24.0,49,14.55,10.29,65.65,62.15,51.22
1245,487.0,186.54,26.0,32,5.21,3.77,58.45,53.08,43.28
1246,529.64,186.54,28.0,17,2.02,4.6,58.8,53.45,41.03
1247,354.05,186.54,27.0,12,4.44,9.13,51.81,41.72,36.36
1248,204.0,186.54,26.0,89,12.68,2.55,63.38,59.22,57.2
1249,584.0,186.54,29.0,42,7.87,2.67,62.2,55.11,51.61
1250,628.0,186.54,30.0,14,1.29,5.65,48.04,53.43,50.0
1251,213.03,175.0,34.0,36,1.38,3.74,58.91,53.72,52.94
1252,1025.0,173.92,20.0,5,0.05,2.32,42.6,40.94,0.0
1253,64.0,180.0,25.0,17,9.2,2.57,57.32,52.59,58.54
1254,186.0,173.92,25.0,30,0.61,2.4,53.77,51.07,42.62
1255,1248.4,186.54,28.0,5,0.84,5.15,48.69,48.53,0.0
1256,863.0,173.92,19.0,4,1.58,4.39,48.36,48.37,50.0
1257,610.0,173.92,18.0,2,0.0,11.25,51.19,45.9,40.0
1258,525.0,173.92,29.0,6,1.11,4.51,53.39,39.24,42.86
1259,1236.0,186.54,22.0,3,1.91,10.31,52.98,48.58,25.0
1260,125.21,193.0,36.0,23,4.64,3.91,60.84,59.85,48.84
1261,340.0,186.54,26.0,21,4.27,3.88,60.46,58.7,47.62
1262,294.71,186.54,28.0,28,2.77,5.97,56.72,52.49,45.71
1263,1621.0,186.54,31.0,5,3.97,4.51,59.44,47.24,46.67
1264,224.0,186.54,23.0,64,9.16,5.34,60.24,54.96,56.85
1265,1916.0,186.54,37.0,5,0.41,5.0,49.84,37.43,16.67
1266,391.0,186.54,27.0,27,5.56,4.23,62.09,50.3,49.32
1267,565.67,186.54,32.0,7,2.95,7.01,55.88,43.83,20.0
1268,358.0,186.54,21.0,24,2.94,5.3,56.04,57.51,42.86
1269,1008.0,186.54,26.0,7,0.44,4.84,50.01,57.54,30.0
1270,716.62,173.92,19.0,4,0.44,5.7,46.79,46.01,37.5
1271,1231.0,173.92,26.0,14,0.75,6.0,47.49,39.26,17.65
1272,450.0,177.0,29.0,4,1.08,7.8,51.36,45.93,0.0
1273,464.0,186.54,25.0,17,3.08,4.78,59.33,60.36,43.24
1274,632.0,186.54,22.0,6,3.36,5.03,53.75,53.53,18.75
1275,891.0,186.54,29.0,22,3.72,6.24,58.67,55.85,27.27
1276,430.37,185.0,35.0,35,4.2,4.79,61.96,58.82,54.02
1277,740.0,186.54,28.0,12,1.6,3.87,59.27,48.73,30.77
1278,247.24,165.0,24.0,8,0.87,8.1,49.97,48.72,52.94
1279,1154.0,186.54,25.0,9,1.2,7.87,57.37,57.11,52.38
1280,571.0,186.54,24.0,3,0.46,7.64,52.4,58.48,40.0
1281,847.12,186.54,22.0,7,1.13,9.99,52.16,48.72,12.5
1282,-1.0,186.54,31.0,5,1.08,6.17,56.29,26.76,28.57
1283,584.83,186.54,21.0,6,1.06,6.33,49.79,21.06,0.0
1284,122.0,173.92,33.0,52,4.58,6.44,52.88,50.75,48.95
1285,575.0,173.92,27.0,15,0.27,3.72,50.01,42.92,41.94
1286,217.0,186.54,27.0,45,7.81,4.74,60.8,47.87,56.21
1287,101.0,183.0,22.0,70,6.85,4.45,57.54,54.32,63.41
1288,1311.0,186.54,21.0,8,2.54,4.72,50.0,45.55,18.18
1289,439.12,186.54,25.0,13,3.7,5.87,56.48,47.36,44.0
1290,721.57,183.0,38.0,24,4.26,4.23,60.31,57.18,43.1
1291,976.0,186.54,28.0,4,1.09,7.79,59.11,55.97,33.33
1292,1600.0,186.54,22.0,1,1.65,2.66,68.44,70.0,80.0
1293,87.87,183.0,36.0,53,7.08,4.74,59.75,58.28,54.22
1294,326.38,186.54,22.0,15,2.73,2.42,60.0,56.39,37.93
1295,-1.0,186.54,18.0,5,7.25,8.25,53.85,41.28,0.0
1296,691.84,186.54,32.0,24,0.8,3.96,53.69,48.76,47.06
1297,303.0,186.54,33.0,54,2.95,4.15,56.91,52.49,46.34
1298,847.77,186.54,26.0,7,0.95,5.09,56.14,51.75,46.15
1299,1292.0,186.54,29.0,7,5.14,4.19,64.2,55.07,35.71
1300,73.0,183.0,21.0,74,7.97,3.19,61.25,56.05,55.91
1301,800.0,173.92,21.0,4,1.43,5.71,48.68,44.88,11.11
1302,555.0,186.54,33.0,4,1.77,3.44,53.06,48.7,22.22
1303,394.0,173.92,22.0,3,0.77,10.45,47.32,43.11,37.5
1304,272.0,173.92,24.0,2,1.34,4.39,53.29,44.17,33.33
1305,252.0,173.92,22.0,12,0.84,4.12,45.46,41.23,29.41
1306,52.41,173.92,35.0,26,4.08,8.78,53.05,46.99,53.41
1307,1379.0,186.54,22.0,4,1.1,6.73,56.75,35.95,42.86
1308,251.0,186.54,30.0,88,7.11,3.06,60.37,51.96,52.27
1309,231.85,173.92,26.0,16,1.02,4.58,48.02,40.87,40.74
1310,107.0,159.0,30.0,71,3.05,4.03,53.34,48.48,44.59
1311,342.0,190.0,33.0,71,9.79,3.74,61.26,59.11,47.41
1312,2050.0,186.54,21.0,4,2.88,7.79,58.68,52.61,16.67
1313,147.0,186.54,27.0,81,8.86,3.51,60.24,56.73,47.46
1314,686.0,173.92,27.0,4,0.54,7.59,53.38,64.32,28.57
1315,1058.0,173.92,24.0,27,0.92,4.02,51.36,45.84,50.0
1316,621.0,186.54,26.0,17,1.89,5.34,52.99,48.26,25.0
1317,453.0,173.92,21.0,7,0.53,5.68,50.25,46.21,10.0
1318,202.0,185.0,31.0,54,11.68,8.22,54.47,50.31,44.25
1319,257.0,168.0,33.0,48,5.26,2.35,52.12,48.7,51.6
1320,947.0,173.92,24.0,18,1.39,7.18,51.65,54.71,52.0
1321,721.33,186.54,26.0,1,0.0,5.03,39.02,30.69,0.0
1322,519.0,173.92,18.0,5,0.5,5.42,49.83,53.95,25.0
1323,878.0,186.54,25.0,1,1.7,3.87,47.82,60.2,0.0
1324,871.8,186.54,21.0,2,2.02,8.35,54.71,45.27,20.0
1325,426.0,173.92,29.0,11,2.21,7.89,47.15,44.25,16.67
1326,910.0,186.54,29.0,33,6.9,4.05,62.92,60.31,43.08
1327,1394.0,186.54,33.0,25,4.45,5.52,60.66,53.23,40.98
1328,269.0,173.92,29.0,28,1.58,4.7,49.81,49.39,40.74
1329,84.0,170.0,24.0,37,3.02,5.99,53.1,49.5,60.68
1330,1405.0,173.92,28.0,13,1.85,8.44,49.19,36.52,36.84
1331,389.0,173.92,26.0,3,0.21,7.28,48.83,38.31,42.86
1332,261.0,174.0,23.0,19,5.32,7.7,51.06,45.35,32.61
1333,886.0,186.54,22.0,18,1.76,3.88,56.21,45.51,50.0
1334,646.0,186.54,21.0,13,1.99,5.79,54.51,50.83,30.43
1335,660.0,186.54,19.0,5,4.86,4.47,58.93,58.46,37.5
1336,1319.0,173.92,34.0,4,0.0,6.72,33.21,39.72,0.0
1337,681.0,189.0,31.0,36,13.64,6.74,56.75,48.44,40.19
1338,10.0,180.0,23.0,47,9.21,3.45,59.77,55.92,67.32
1339,1279.0,173.92,24.0,4,1.38,3.36,51.24,56.37,33.33
1340,164.0,173.92,24.0,52,5.18,7.36,54.63,54.9,49.45
1341,-1.0,173.92,17.0,6,0.01,2.92,47.6,44.62,33.33
1342,292.0,173.92,26.0,17,6.61,6.83,47.89,37.74,31.03
1343,199.17,173.92,26.0,3,1.56,5.24,50.51,39.23,33.33
1344,682.0,173.92,24.0,4,0.59,8.09,51.07,38.33,40.0
1345,732.35,186.54,27.0,12,2.66,4.15,57.87,59.44,38.71
1346,1243.0,186.54,27.0,20,7.71,4.69,61.25,47.37,35.29
1347,871.88,186.54,19.0,4,3.43,7.77,53.77,45.19,0.0
1348,-1.0,173.92,16.0,8,0.0,17.58,21.29,12.02,0.0
1349,1998.0,186.54,28.0,8,2.53,6.44,59.13,45.11,27.78
1350,-1.0,173.92,22.0,5,0.04,9.59,39.62,47.72,20.0
1351,329.0,186.54,26.0,22,3.4,4.77,58.32,50.8,48.84
1352,1530.0,186.54,18.0,4,2.61,5.44,57.79,55.86,15.38
1353,387.16,173.92,26.0,8,0.51,3.47,49.35,44.14,42.11
1354,434.0,186.54,18.0,6,4.39,3.14,56.01,57.46,12.5
1355,602.0,186.54,23.0,4,2.29,5.08,62.38,56.9,20.0
1356,335.0,186.54,28.0,30,3.25,3.67,57.47,51.53,35.85
1357,354.0,186.54,20.0,10,3.32,2.72,52.78,53.8,36.84
1358,568.6,186.54,24.0,3,0.28,7.3,53.07,36.97,40.0
1359,740.83,186.54,29.0,4,1.0,2.14,53.34,49.86,16.67
1360,242.0,186.54,21.0,75,6.0,3.53,57.59,51.4,47.27
1361,382.62,186.54,27.0,20,5.32,5.74,61.49,45.89,24.14
1362,642.0,186.54,23.0,4,1.4,3.95,57.2,57.33,44.44
1363,764.0,186.54,24.0,4,1.15,7.05,57.32,55.41,44.44
1364,95.81,183.0,33.0,39,17.65,4.35,61.36,51.91,47.78
1365,396.0,186.54,25.0,26,3.66,3.63,57.06,44.68,45.0
1366,407.0,186.54,20.0,6,1.86,4.23,56.16,56.27,18.18
1367,560.0,175.0,32.0,35,2.89,5.53,57.5,54.79,39.68
1368,250.0,186.54,29.0,62,4.7,3.59,61.01,56.29,57.89
1369,282.11,186.54,29.0,12,1.25,3.44,60.25,51.2,51.85
1370,274.0,186.54,21.0,25,3.19,3.71,57.76,55.15,46.0
1371,343.0,186.54,24.0,2,1.98,4.27,65.2,48.66,75.0
1372,857.5,186.54,29.0,4,0.54,8.49,55.94,50.4,58.33
1373,108.12,173.92,26.0,39,4.65,4.2,53.92,52.42,50.0
1374,769.75,173.92,28.0,8,4.23,6.52,53.32,48.73,25.0
1375,405.0,173.92,24.0,2,3.15,6.16,52.97,52.33,37.5
1376,979.0,186.54,22.0,10,2.01,4.63,53.12,50.94,23.08
1377,452.43,186.54,31.0,14,3.26,3.42,62.48,49.62,50.0
1378,916.0,186.54,24.0,5,4.99,3.91,56.77,38.45,16.67
1379,486.0,173.92,25.0,9,1.68,7.22,51.37,46.85,25.0
1380,1821.0,186.54,25.0,6,2.89,6.48,54.07,58.63,21.43
1381,917.0,186.54,26.0,7,1.61,4.45,54.56,56.2,40.0
1382,668.0,173.92,32.0,6,2.48,2.83,50.92,31.14,11.11
1383,748.0,186.54,24.0,3,4.11,5.13,58.41,61.85,33.33
1384,1136.0,186.54,21.0,5,0.59,5.4,52.12,61.81,11.11
1385,1530.0,186.54,28.0,30,3.23,3.57,60.5,57.95,38.98
1386,327.24,186.54,30.0,32,3.44,2.55,62.53,56.39,50.0
1387,139.0,188.0,26.0,88,10.31,5.69,59.59,53.87,54.65
1388,311.0,186.54,22.0,21,1.53,4.95,57.22,60.38,48.78
1389,281.31,186.54,27.0,28,3.29,4.26,60.44,58.04,50.85
1390,111.0,173.92,24.0,44,5.9,7.43,54.44,52.92,48.48
1391,1174.0,186.54,19.0,4,1.39,3.81,63.25,54.97,20.0
1392,388.0,186.54,25.0,54,6.56,4.38,59.0,52.51,52.48
1393,695.0,173.92,24.0,8,0.05,10.05,49.34,42.77,37.5
1394,1.0,188.0,34.0,33,10.29,3.38,67.3,63.59,85.45
1395,468.0,173.92,32.0,4,1.04,7.04,52.12,42.88,28.57
1396,263.0,186.54,24.0,12,1.95,2.56,62.76,68.65,56.67
1397,66.0,173.92,30.0,13,2.4,3.31,52.99,47.78,56.25
1398,93.0,173.92,24.0,38,6.97,10.34,53.5,51.76,51.66
1399,1508.0,173.92,30.0,7,1.54,7.78,44.68,52.3,25.0
1400,376.0,186.54,21.0,2,1.93,5.77,64.67,63.24,77.78
1401,126.0,173.92,20.0,38,6.09,6.74,55.75,55.28,52.81
1402,501.0,173.92,24.0,5,8.01,14.03,50.26,22.6,16.67
1403,134.0,182.0,32.0,33,2.63,5.07,52.65,46.69,44.44
1404,919.0,173.92,23.0,6,0.76,5.08,47.41,47.72,22.22
1405,442.0,173.92,23.0,3,0.72,3.3,54.17,44.67,50.0
1406,316.17,175.0,30.0,16,2.06,9.13,51.08,52.47,29.17
1407,1690.0,186.54,16.0,4,1.77,6.68,48.75,45.19,37.5
1408,739.86,186.54,18.0,4,0.92,5.73,51.73,42.36,42.86
1409,384.0,186.54,22.0,9,3.44,3.02,61.81,60.28,35.29
1410,234.0,173.92,19.0,5,3.17,8.78,53.56,35.65,37.5
1411,499.0,173.92,28.0,9,5.67,7.26,55.27,44.03,30.0
1412,504.0,173.92,22.0,7,0.39,4.5,47.13,37.47,9.09
1413,858.0,186.54,21.0,14,3.86,8.33,55.07,43.82,32.14
1414,629.0,186.54,29.0,14,1.03,5.56,56.7,52.41,40.74
1415,312.49,186.54,20.0,23,2.21,5.42,55.38,51.46,49.06
1416,559.76,186.54,22.0,9,1.43,3.46,58.38,46.36,35.29
1417,2104.0,186.54,19.0,4,4.11,2.75,59.75,55.3,0.0
1418,359.0,186.54,28.0,47,3.91,3.73,58.02,51.83,45.1
1419,287.0,186.54,23.0,41,5.93,4.37,59.33,56.1,46.08
1420,556.0,186.54,28.0,22,2.73,3.61,54.95,50.44,40.38
1421,135.0,186.54,28.0,73,18.2,5.98,61.93,56.2,57.91
1422,377.0,186.54,20.0,5,2.18,6.88,61.25,54.89,54.55
1423,92.0,180.0,35.0,63,3.28,4.82,57.42,52.63,53.37
1424,18.0,188.0,30.0,56,7.25,2.32,62.27,60.74,61.49
1425,100.0,180.0,35.0,62,17.16,4.17,63.13,57.07,55.43
1426,457.0,186.54,23.0,12,1.74,8.1,55.91,46.91,35.0
1427,434.0,173.92,23.0,7,0.85,5.82,46.1,47.21,50.0
1428,1060.0,186.54,20.0,4,2.36,4.52,50.16,51.75,22.22
1429,139.0,173.92,22.0,10,7.28,7.54,50.86,42.28,28.57
1430,254.0,183.0,39.0,103,7.47,3.57,59.64,57.18,49.54
1431,667.67,186.54,29.0,5,1.66,3.27,56.86,49.18,33.33
1432,1211.0,186.54,24.0,5,1.52,3.54,59.54,58.82,37.5
1433,731.4,186.54,24.0,1,2.55,7.14,55.41,58.26,0.0
1434,213.0,173.92,26.0,43,3.72,7.11,51.99,52.21,50.0
1435,421.8,186.54,29.0,17,1.64,5.19,56.82,54.72,53.66
1436,979.0,186.54,26.0,4,0.67,4.66,56.4,51.56,33.33
1437,-1.0,186.54,20.0,4,0.41,7.97,49.3,50.18,16.67
1438,471.0,186.54,21.0,16,3.72,3.95,57.6,54.67,42.42
1439,602.2,186.54,22.0,6,1.87,4.63,55.95,53.31,40.0
1440,1586.0,186.54,20.0,8,3.02,6.33,60.28,50.11,33.33
1441,575.0,186.54,22.0,9,1.96,4.87,57.23,54.54,26.32
1442,754.11,186.54,28.0,8,2.32,3.21,63.89,68.23,55.56
1443,202.68,168.0,39.0,9,1.73,3.46,56.34,47.03,48.0
1444,98.85,185.0,35.0,39,7.75,5.81,58.53,57.96,44.32
1445,370.0,186.54,19.0,5,2.94,2.89,61.41,61.13,50.0
1446,13.0,180.0,23.0,38,10.25,7.07,56.73,54.75,57.69
1447,690.0,173.92,26.0,8,0.99,6.24,51.75,49.02,52.63
1448,799.0,173.92,28.0,16,0.96,5.15,48.77,42.99,17.39
1449,220.0,173.92,28.0,22,4.17,2.79,54.77,48.12,55.56
1450,-1.0,173.92,27.0,7,0.06,6.71,46.42,51.28,28.57
1451,86.95,175.0,34.0,54,7.39,5.5,53.99,50.57,46.63
1452,270.0,186.54,22.0,51,5.13,3.67,57.81,53.62,51.11
1453,1398.0,186.54,26.0,15,2.47,6.76,53.23,52.41,28.21
1454,570.0,186.54,28.0,16,2.56,6.0,54.52,43.58,48.84
1455,1184.57,186.54,23.0,6,0.98,7.8,49.36,32.92,7.14
1456,462.0,186.54,25.0,12,2.41,4.9,55.49,40.86,33.33
1457,307.0,186.54,26.0,93,5.92,6.59,58.04,50.52,43.56
1458,722.0,186.54,46.0,5,0.53,1.19,54.86,53.64,28.57
1459,1371.2,186.54,25.0,3,1.49,9.31,56.64,53.18,40.0
1460,261.0,186.54,26.0,72,7.41,4.24,57.54,53.65,46.89
1461,58.0,186.54,24.0,89,4.15,5.54,58.0,54.06,56.97
1462,321.0,186.54,28.0,52,3.46,2.61,58.68,56.36,48.72
1463,692.0,173.92,23.0,4,0.7,10.18,51.4,37.81,42.86
1464,324.0,173.92,35.0,18,5.59,2.15,49.89,43.53,27.59
1465,257.98,183.0,31.0,23,2.8,3.01,58.61,52.87,52.17
1466,1385.0,186.54,20.0,5,2.54,5.97,51.7,31.54,0.0
1467,1032.0,186.54,22.0,5,1.38,5.58,61.03,52.33,44.44
1468,86.0,185.0,32.0,81,8.71,5.37,59.85,54.88,50.94
1469,408.0,186.54,28.0,23,3.02,2.82,58.55,52.87,36.11
1470,869.0,186.54,27.0,12,4.84,4.07,65.23,50.38,40.0
1471,730.0,186.54,26.0,15,0.75,6.31,51.62,49.74,40.62
1472,500.0,186.54,32.0,33,4.63,6.54,59.06,55.34,57.45
1473,711.8,186.54,22.0,4,1.79,9.03,51.96,35.4,20.0
1474,866.0,186.54,28.0,25,5.03,3.8,56.87,52.54,43.75
1475,817.0,186.54,21.0,8,8.01,6.03,60.33,56.43,37.5
1476,269.92,173.92,27.0,7,2.33,7.83,55.72,53.68,41.67
1477,17.0,183.0,31.0,42,6.86,7.09,60.47,54.36,69.71
1478,47.0,181.0,30.0,44,11.4,4.28,58.85,53.92,59.78
1479,367.0,186.54,25.0,10,4.41,4.6,54.29,40.2,45.16
1480,739.0,186.54,21.0,7,3.51,6.92,54.27,49.15,12.5
1481,1334.0,185.0,29.0,5,0.96,3.71,57.85,48.09,33.33
1482,351.44,188.0,28.0,16,2.65,5.04,61.96,52.54,38.24
1483,1153.64,186.54,25.0,6,0.91,4.01,61.49,53.27,45.45
1484,674.0,185.0,34.0,2,1.41,5.86,59.93,64.6,40.0
1485,104.0,188.0,30.0,56,11.86,5.22,63.08,59.28,54.44
1486,702.38,186.54,24.0,8,1.06,2.75,56.36,46.9,23.08
1487,709.0,186.54,27.0,11,3.98,3.72,56.42,46.77,21.05
1488,1724.0,186.54,19.0,4,2.01,6.47,49.71,46.77,0.0
1489,576.0,186.54,26.0,21,1.96,7.15,54.11,49.95,48.98
1490,498.0,173.92,23.0,9,1.44,4.75,51.12,45.26,31.25
1491,1038.0,173.92,25.0,9,0.59,9.88,48.33,51.18,42.11
1492,124.0,182.0,30.0,53,7.49,5.45,55.21,53.06,46.99
1493,215.0,173.92,23.0,29,8.95,4.41,53.79,47.25,51.04
1494,875.5,186.54,23.0,7,1.32,6.47,54.76,50.97,44.44
1495,1212.86,186.54,32.0,5,2.96,7.07,58.64,52.85,28.57
1496,1512.0,186.54,23.0,5,2.74,13.97,56.75,54.58,33.33
1497,80.0,172.0,29.0,49,7.4,3.45,55.69,53.26,57.08
1498,151.0,173.92,18.0,5,5.07,5.02,53.85,54.69,44.44
1499,1162.0,173.92,20.0,4,0.42,8.08,41.33,43.09,0.0
1500,2104.0,186.54,25.0,5,4.05,4.52,56.15,54.92,30.77
1501,148.0,186.54,24.0,96,12.47,8.68,60.74,55.91,51.29
1502,431.0,173.92,26.0,7,0.75,3.49,49.67,45.73,42.86
1503,311.0,173.92,27.0,12,2.3,4.47,51.34,43.2,31.58
1504,135.07,185.0,38.0,16,6.17,5.11,60.56,55.98,63.64
1505,123.0,175.0,31.0,95,5.4,4.05,58.5,53.96,50.62
1506,683.0,186.54,25.0,21,2.52,2.63,57.12,55.54,27.78
1507,112.16,193.0,36.0,30,5.92,3.61,62.51,58.21,41.38
1508,988.11,186.54,26.0,6,0.97,5.58,50.62,48.19,33.33
1509,298.0,173.92,22.0,7,5.19,6.51,53.12,52.39,22.22
1510,-1.0,186.54,35.0,6,2.07,6.94,58.14,41.03,33.33
1511,190.0,186.54,26.0,115,13.45,5.29,61.64,54.54,48.06
1512,1171.0,186.54,21.0,5,1.16,8.92,56.41,48.03,28.57
1513,305.0,186.54,24.0,41,3.0,5.99,56.83,52.72,45.74
