,name,ioc,sex,hand,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
1787,Timofey Skatov,RUS,m,R,266.0,186.54,20.0,12,0.98,4.7,52.44,50.36,57.89
1788,Timur Khabibulin,KAZ,m,R,1387.0,186.54,25.0,19,4.13,9.02,56.24,52.76,33.33
1789,Timur Maulenov,KAZ,m,R,1693.0,186.54,19.0,3,3.26,11.63,44.07,37.05,0.0
1790,Titouan Droguet,FRA,m,R,482.0,186.54,19.0,3,1.83,2.24,65.42,77.79,66.67
1791,Tobias Kamke,GER,m,R,249.0,180.0,35.0,92,3.99,5.09,58.86,54.98,51.84
1792,Toby Alex Kodat,USA,m,R,617.0,178.0,18.0,5,5.94,4.96,51.69,49.62,0.0
1793,Tom Farquharson,GBR,m,U,474.2,186.54,25.0,4,2.43,2.75,68.82,48.98,60.0
1794,Tom Fawcett,USA,m,U,1437.0,186.54,23.0,17,3.5,7.2,56.99,53.45,39.02
1795,Tom Jomby,FRA,m,R,830.0,186.54,28.0,16,4.77,6.02,54.85,47.49,25.93
1796,Tom Kocevar Desman,SLO,m,R,749.0,186.54,29.0,10,2.16,5.56,58.9,45.91,23.53
1797,Tom Schonenberg,GER,m,R,1821.0,186.54,29.0,6,1.62,3.74,58.24,51.91,33.33
1798,Tomas Lipovsek Puches,ARG,m,U,677.0,186.54,28.0,30,2.85,4.73,53.13,45.05,43.42
1799,Tomas Liska,SVK,m,R,1160.0,186.54,20.0,4,1.05,10.56,48.27,40.63,30.0
1800,Tomas Machac,CZE,m,R,136.0,186.54,20.0,26,7.07,2.4,61.66,60.97,66.28
1801,Tomas Martin Etcheverry,ARG,m,R,133.0,186.54,22.0,36,5.23,2.46,62.23,54.44,63.48
1802,Tomas Papik,CZE,m,U,599.07,186.54,24.0,7,2.31,4.88,63.9,59.74,42.86
1803,Tomasz Bednarek,POL,m,R,-1.0,186.54,36.0,21,1.75,10.47,50.62,38.77,4.17
1804,Tomislav Brkic,BIH,m,R,802.0,186.54,29.0,61,5.41,4.45,57.71,53.65,41.8
1805,Tomislav Edward Papac,AUS,m,U,155.7,186.54,23.0,3,2.0,7.49,52.18,48.28,40.0
1806,Tommy Haas,GER,m,R,462.4,188.0,39.0,14,4.12,4.93,61.57,62.14,30.0
1807,Tommy Paul,USA,m,R,54.0,185.0,24.0,69,11.82,3.58,62.14,55.87,60.53
1808,Tommy Robredo,ESP,m,R,322.0,180.0,39.0,78,8.87,3.52,58.76,55.2,47.22
1809,Tony Bourcet,FRA,m,U,554.67,186.54,35.0,3,2.7,8.2,50.78,56.23,16.67
1810,Tori Kinard,USA,f,U,581.0,173.92,33.0,7,0.62,14.17,42.65,38.78,12.5
1811,Toshihide Matsui,JPN,m,R,983.0,180.0,41.0,26,6.41,7.7,58.4,54.71,37.74
1812,Trent Bryde,USA,m,R,1277.0,186.54,21.0,4,2.45,5.7,50.35,44.46,30.0
1813,Trey Yates,USA,m,U,1184.57,186.54,21.0,3,2.02,6.04,57.08,56.03,0.0
1814,Tristan Lamasine,FRA,m,R,275.0,186.54,28.0,96,4.54,3.22,60.8,55.34,52.54
1815,Tristan Samuel Weissborn,AUT,m,L,196.07,186.54,26.0,10,1.13,6.02,55.85,54.11,21.43
1816,Tristan Schoolkate,AUS,m,R,616.0,186.54,19.0,7,5.85,7.73,58.81,47.63,41.67
1817,Tsung Hua Yang,TPE,m,R,552.0,186.54,30.0,52,9.09,5.04,58.79,58.66,42.41
1818,Tsvetana Pironkova,BUL,f,R,250.0,180.0,33.0,27,5.72,2.48,54.29,52.11,51.06
1819,Tucker Vorster,RSA,m,U,443.74,186.54,28.0,14,2.91,4.91,58.57,48.29,39.13
1820,Tung Lin Wu,TPE,m,R,265.0,186.54,23.0,55,7.61,3.37,61.28,58.89,50.99
1821,Tyler Hochwalt,USA,m,U,982.38,186.54,29.0,5,1.79,6.72,56.83,56.82,25.0
1822,Tyler Lu,USA,m,U,1553.0,186.54,23.0,6,1.06,8.81,56.76,37.45,14.29
1823,Ugo Humbert,FRA,m,L,29.0,188.0,23.0,64,10.95,3.86,64.46,62.87,60.56
1824,Uladzimir Ignatik,BLR,m,R,409.0,186.54,31.0,87,7.46,3.37,61.81,57.56,47.06
1825,Ulrikke Eikeri,NOR,f,U,303.0,173.92,28.0,23,1.45,3.83,48.3,40.1,38.46
1826,Urszula Radwanska,POL,f,R,210.0,177.0,30.0,23,4.07,5.09,51.21,45.67,37.21
1827,Usue Maitane Arconada,USA,f,R,182.0,173.92,22.0,24,2.07,7.99,48.27,48.85,40.38
1828,Vaclav Safranek,CZE,m,R,562.0,186.54,26.0,62,4.79,3.38,57.83,57.03,41.18
1829,Vadym Ursu,UKR,m,R,1144.0,186.54,23.0,15,1.59,8.08,52.91,46.96,48.57
1830,Valentin Royer,FRA,m,U,533.0,186.54,18.0,4,1.49,2.38,59.97,52.29,20.0
1831,Valentini Grammatikopoulou,GRE,f,U,185.0,173.92,24.0,35,3.47,5.45,52.49,42.53,50.67
1832,Valentyna Ivakhnenko,UKR,f,R,412.0,173.92,27.0,19,0.65,6.73,50.65,45.59,40.0
1833,Valeria Savinykh,RUS,f,R,187.0,173.92,30.0,25,3.16,3.26,53.35,40.14,30.43
1834,Valeria Solovieva,RUS,f,R,236.22,173.92,24.0,5,0.31,3.07,50.19,56.9,44.44
1835,Valeriya Strakhova,UKR,f,U,410.0,173.92,25.0,8,0.52,7.84,42.23,32.09,21.43
1836,Vania King,USA,f,R,239.79,165.0,29.0,19,1.63,4.3,51.99,55.33,50.0
1837,Varatchaya Wongteanchai,THA,f,R,297.37,173.92,28.0,15,0.66,4.43,52.38,41.23,48.57
1838,Varvara Flink,RUS,f,R,463.0,173.92,24.0,31,5.67,4.94,54.29,53.44,47.95
1839,Varvara Gracheva,RUS,f,R,81.0,173.92,21.0,33,3.37,4.45,56.38,51.63,46.38
1840,Varvara Lepchenko,USA,f,L,119.0,180.0,35.0,62,3.52,3.67,55.14,51.89,51.69
1841,Vasek Pospisil,CAN,m,R,85.0,193.0,31.0,69,14.84,4.41,63.31,57.94,58.15
1842,Vasil Kirkov,USA,m,U,544.0,186.54,20.0,6,3.7,4.01,56.66,37.39,33.33
1843,Vasko Mladenov,BUL,m,U,1586.0,186.54,29.0,7,2.4,2.98,59.88,56.33,46.15
1844,Venus Williams,USA,f,R,173.0,185.0,41.0,36,6.18,5.94,54.45,52.7,59.43
1845,Vera Lapko,BLR,f,R,356.0,173.92,22.0,34,6.3,6.63,54.26,47.22,47.06
1846,Vera Zvonareva,RUS,f,R,87.0,172.0,36.0,34,3.04,4.85,55.54,50.08,60.0
1847,Veronika Kudermetova,RUS,f,R,32.0,175.0,24.0,51,11.42,3.97,56.9,56.73,59.71
1848,Victor Estrella,DOM,m,R,1199.0,173.0,39.0,55,4.55,4.23,57.12,54.42,43.54
1849,Victor Nunez,CHI,m,R,1621.0,186.54,29.0,3,1.29,7.69,47.28,45.34,18.18
1850,Victoria Azarenka,BLR,f,R,27.0,180.0,32.0,30,6.93,6.25,57.06,52.76,69.74
1851,Victoria Duval,USA,f,R,355.0,173.92,25.0,17,1.16,8.39,45.72,39.8,37.04
1852,Victoria Kan,RUS,f,R,332.0,173.92,25.0,4,3.4,3.26,48.57,28.3,20.0
1853,Victoria Rodriguez,MEX,f,U,555.0,173.92,23.0,8,1.04,4.27,43.95,37.37,28.57
1854,Viktor Durasovic,NOR,m,R,355.0,186.54,24.0,62,5.14,4.39,60.28,54.15,44.53
1855,Viktor Galovic,ITA,m,R,397.0,186.54,30.0,78,7.27,3.82,60.91,60.52,49.21
1856,Viktoria Kamenskaya,RUS,f,R,227.83,173.92,26.0,8,0.41,3.85,51.48,51.32,44.44
1857,Viktoria Kuzmova,SVK,f,R,177.0,173.92,23.0,43,10.02,6.71,54.52,49.56,49.3
1858,Viktorija Golubic,SUI,f,R,45.0,169.0,28.0,59,2.97,5.14,51.99,51.59,55.0
1859,Viktoriya Tomova,BUL,f,R,112.0,173.92,26.0,48,3.61,4.79,50.21,44.3,43.07
1860,Vincent Millot,FRA,m,L,1143.0,173.0,33.0,52,3.19,4.72,57.42,53.24,48.98
1861,Virginie Razzano,FRA,f,R,213.64,173.0,35.0,9,2.71,7.57,49.14,43.25,44.0
1862,Vishnu Vardhan,IND,m,R,528.84,188.0,31.0,25,4.69,5.86,61.7,56.85,42.0
1863,Vit Kopriva,CZE,m,U,200.0,186.54,24.0,36,3.04,4.5,56.33,51.88,52.17
1864,Vitalia Diatchenko,RUS,f,R,135.0,170.0,31.0,25,2.69,8.93,51.43,47.11,47.5
1865,Vitaliy Sachko,UKR,m,R,244.0,186.54,24.0,17,3.48,4.0,57.12,59.69,58.0
1866,Vitaly Kozyukov,RUS,m,R,701.53,186.54,22.0,9,1.77,5.08,62.34,52.22,63.33
1867,Vivian Heisen,GER,f,U,568.0,173.92,27.0,5,0.57,8.63,54.25,55.54,16.67
1868,Vlad Andrei Dancu,ROU,m,U,923.0,186.54,22.0,2,1.02,1.98,55.68,47.52,42.86
1869,Vlad Andrei Dumitru,ROU,m,U,2050.0,186.54,23.0,1,0.76,5.0,50.21,48.89,40.0
1870,Vlad Victor Cornea,ROU,m,L,1173.0,186.54,27.0,8,2.51,6.8,52.06,53.89,11.11
1871,Vlada Ekshibarova,UZB,f,R,858.0,173.92,30.0,5,0.04,4.03,45.44,46.36,0.0
1872,Vladimir Ivanov,EST,m,R,823.0,186.54,31.0,13,2.85,3.55,59.27,44.58,47.06
1873,Vladimir Polyakov,RUS,m,R,1000.4,186.54,24.0,4,1.26,6.73,48.97,40.02,20.0
1874,Vladimir Uzhylovsky,UKR,m,R,1063.0,183.0,31.0,22,4.42,5.64,58.8,54.01,33.33
1875,Vladyslav Manafov,UKR,m,U,530.0,186.54,28.0,18,4.55,6.61,62.09,57.28,40.74
1876,Vladyslav Orlov,UKR,m,U,418.0,186.54,26.0,21,4.36,6.19,55.46,58.62,37.84
1877,Walter Trusendi,ITA,m,U,1998.0,186.54,34.0,19,2.17,1.75,58.72,52.61,48.08
1878,Washi Gervais,CAN,m,U,1742.0,186.54,25.0,3,3.64,6.0,56.92,58.74,33.33
1879,Wei De Lin,TPE,m,U,1341.0,186.54,22.0,4,1.31,5.59,57.52,49.44,25.0
1880,Wei Qiang Zheng,CHN,m,U,1366.0,186.54,23.0,10,2.56,3.21,54.34,53.12,13.33
1881,Weronika Falkowska,POL,f,R,399.0,173.92,21.0,2,0.72,4.03,51.07,49.51,40.0
1882,Wesley Koolhof,NED,m,R,-1.0,186.54,28.0,3,2.46,1.77,61.61,59.55,40.0
1883,Whitney Osuigwe,USA,f,R,245.0,173.92,19.0,20,3.96,8.17,47.69,44.28,27.91
1884,Wil Spencer,USA,m,U,1742.0,186.54,28.0,5,0.91,8.1,55.73,45.51,40.0
1885,Wilfredo Gonzalez,GUA,m,R,1266.0,186.54,25.0,7,2.04,4.84,58.96,44.37,33.33
1886,William Blumberg,USA,m,U,2050.0,186.54,23.0,7,2.75,4.16,59.34,57.85,43.48
1887,William Bushamuka,COD,m,R,1229.0,186.54,22.0,3,1.48,5.77,55.24,37.01,0.0
1888,William Griffith,USA,m,U,1183.0,186.54,24.0,3,1.28,0.32,56.85,64.69,20.0
1889,Wilson Leite,BRA,m,R,669.0,178.0,29.0,11,2.36,1.61,56.09,44.98,7.69
1890,Winston Lin,USA,m,U,775.22,186.54,23.0,2,1.08,4.13,60.72,57.29,66.67
1891,Wishaya Trongcharoenchaikul,THA,m,R,808.0,186.54,24.0,31,7.16,5.25,60.82,53.77,43.06
1892,Wushuang Zheng,CHN,f,U,642.0,173.92,20.0,5,0.74,4.78,51.67,34.3,0.0
1893,Xenia Knoll,SUI,f,L,1165.0,173.92,25.0,3,0.75,12.58,50.3,32.98,37.5
1894,Xi Qi,CHN,m,U,1245.11,186.54,20.0,10,2.58,3.6,55.04,49.85,33.33
1895,Xiaodi You,CHN,f,U,268.0,173.92,25.0,18,3.78,4.91,47.74,44.53,42.0
1896,Xin Gao,CHN,m,U,1017.0,186.54,25.0,25,4.56,3.11,56.2,49.68,31.15
1897,Xin Yu Wang,CHN,f,R,110.0,182.0,19.0,21,8.55,7.63,55.77,52.22,46.3
1898,Xinyu Gao,CHN,f,U,775.0,173.92,21.0,10,1.35,6.3,47.66,45.76,27.27
1899,Xinyu Jiang,CHN,f,U,1079.0,173.92,20.0,4,0.48,5.56,47.61,45.38,20.0
1900,Xinyun Han,CHN,f,L,458.0,173.92,29.0,42,2.8,8.55,48.65,40.41,40.87
1901,Xiyu Wang,CHN,f,L,130.0,173.92,20.0,26,3.29,5.8,57.28,52.82,53.16
1902,Xu Liu Sun,CHN,f,U,675.0,173.92,24.0,5,0.41,5.72,47.51,43.35,16.67
1903,Ya Hsuan Lee,TPE,f,R,371.0,173.92,24.0,10,0.66,5.31,49.77,39.31,21.74
1904,Ya Yi Yang,TPE,f,L,998.0,173.92,15.0,6,0.13,6.66,55.65,51.99,28.57
1905,Yafan Wang,CHN,f,R,294.0,173.92,27.0,52,3.74,4.51,53.18,48.59,45.4
1906,Yan Bai,CHN,m,R,404.0,186.54,30.0,37,4.89,3.17,57.2,50.91,44.44
1907,Yan Bondarevskiy,RUS,m,U,473.0,186.54,21.0,6,2.26,5.71,56.82,46.69,40.0
1908,Yan Sabanin,RUS,m,U,1034.0,186.54,27.0,6,2.63,8.5,56.81,54.84,0.0
1909,Yana Sizikova,RUS,f,R,886.0,173.92,26.0,13,1.48,9.31,48.46,42.91,27.27
1910,Yanina Wickmayer,BEL,f,R,323.0,182.0,30.0,49,7.05,4.82,57.07,50.7,48.39
1911,Yanki Erel,TUR,m,L,536.0,186.54,20.0,4,0.59,4.93,54.71,40.27,20.0
1912,Yann Marti,SUI,m,R,1202.0,173.0,30.0,23,1.43,5.67,59.38,50.58,59.7
1913,Yanni Liu,CHN,f,U,880.17,173.92,19.0,4,0.37,5.62,37.25,42.98,0.0
1914,Yannick Hanfmann,GER,m,R,127.0,193.0,29.0,79,7.7,3.56,61.42,56.15,58.8
1915,Yannick Jankovits,FRA,m,R,1742.0,186.54,31.0,22,1.71,5.18,55.49,48.92,39.02
1916,Yannick Maden,GER,m,R,291.0,185.0,31.0,79,4.21,3.21,59.11,55.74,53.93
1917,Yannick Mertens,BEL,m,R,595.0,186.54,32.0,49,3.63,4.67,58.02,51.49,30.0
1918,Yannick Vandenbulcke,BEL,m,R,1404.0,186.54,27.0,13,1.19,10.53,56.22,45.14,40.91
1919,Yannik Reuter,BEL,m,R,1821.0,186.54,26.0,36,1.43,4.08,55.97,46.41,47.06
1920,Yaraslau Shyla,BLR,m,R,1056.0,186.54,26.0,19,4.16,4.45,60.01,54.21,48.08
1921,Yaroslava Shvedova,KAZ,f,R,425.0,180.0,33.0,31,11.83,5.49,54.37,47.44,38.46
1922,Ye Cong Mo,CHN,m,U,1262.0,186.54,19.0,2,0.72,0.39,48.51,14.21,40.0
1923,Yecong He,CHN,m,U,964.0,186.54,25.0,25,3.16,3.15,55.31,47.93,30.0
1924,Yen Hsun Lu,TPE,m,R,565.0,180.0,37.0,40,8.35,4.52,61.53,53.08,62.99
1925,Yi Fan Xu,CHN,f,L,319.95,173.92,30.0,16,1.56,6.94,47.48,42.88,20.0
1926,Yibing Wu,CHN,m,R,1111.0,186.54,19.0,23,2.73,3.52,58.18,48.85,47.27
1927,Ying Ying Duan,CHN,f,R,871.0,173.92,30.0,33,4.71,5.67,53.31,50.28,45.22
1928,Ying Zhang,CHN,f,U,711.0,173.92,23.0,5,1.18,5.56,46.65,43.79,27.27
1929,Ylena In Albon,SUI,f,R,203.0,173.92,20.0,7,5.87,5.38,49.67,54.09,0.0
1930,Yong Kyu Lim,KOR,m,R,1418.0,186.54,26.0,6,2.22,4.67,63.48,47.51,57.89
1931,Yoshihito Nishioka,JPN,m,L,82.0,170.0,25.0,75,4.84,2.3,58.98,54.22,58.27
1932,Yosuke Watanuki,JPN,m,R,245.0,186.54,23.0,53,13.93,6.38,59.19,56.44,56.49
1933,Young Seok Kim,KOR,m,L,1586.0,186.54,23.0,6,2.03,6.82,52.02,47.67,22.22
1934,Youssef Hossam,EGY,m,R,406.33,186.54,20.0,11,3.45,3.12,65.3,62.92,58.33
1935,Ysaline Bonaventure,BEL,f,L,143.0,173.92,26.0,44,4.99,7.83,55.51,49.5,50.74
1936,Yshai Oliel,ISR,m,L,373.0,186.54,21.0,15,1.63,3.59,58.3,53.97,31.82
1937,Yu Hsiou Hsu,TPE,m,U,362.0,186.54,22.0,6,3.53,6.19,57.89,55.84,38.89
1938,Yuanfeng Li,CHN,m,U,1165.0,186.54,25.0,11,2.8,3.33,54.25,49.84,24.0
1939,Yue Yuan,CHN,f,U,326.0,173.92,30.0,15,2.35,4.27,54.81,48.33,26.09
1940,Yuga Tashiro,JPN,m,U,575.5,186.54,20.0,3,1.68,2.91,51.15,32.67,16.67
1941,Yuichi Ito,JPN,m,R,790.64,186.54,32.0,4,1.49,3.81,60.12,56.56,27.27
1942,Yuichi Sugita,JPN,m,R,137.0,173.0,32.0,83,10.57,3.27,59.21,55.97,53.0
1943,Yuki Bhambri,IND,m,R,1035.0,183.0,28.0,45,2.64,4.62,58.26,53.65,62.4
1944,Yuki Mochiduki,JPN,m,U,603.0,186.54,21.0,4,0.84,2.64,56.17,39.42,41.67
1945,Yuki Naito,JPN,f,R,260.0,173.92,20.0,10,5.35,4.13,50.62,45.16,33.33
1946,Yuliya Hatouka,BLR,f,U,228.0,173.92,21.0,4,0.83,6.64,44.14,51.32,20.0
1947,Yunseong Chung,KOR,m,U,411.0,186.54,23.0,41,5.03,3.7,59.65,50.85,53.95
1948,Yuqing Ning,CHN,m,R,1186.29,186.54,22.0,5,0.28,2.02,57.11,50.35,28.57
1949,Yusleydis Smith Dias,CUB,f,U,-1.0,173.92,21.0,6,0.05,6.74,56.88,59.72,83.33
1950,Yusuke Takahashi,JPN,m,R,525.0,186.54,23.0,43,4.64,4.3,57.45,47.44,39.09
1951,Yusuke Watanuki,JPN,m,R,770.94,186.54,26.0,9,1.4,4.54,58.93,44.53,37.5
1952,Yuta Shimizu,JPN,m,L,428.0,186.54,20.0,15,2.89,3.78,57.59,54.73,50.0
1953,Yuuki Tanaka,JPN,f,L,635.0,173.92,27.0,3,0.0,2.63,47.51,36.44,20.0
1954,Yuuya Kibi,JPN,m,U,472.13,186.54,32.0,26,1.88,4.6,58.14,55.19,56.57
1955,Yuxuan Zhang,CHN,f,R,646.0,173.92,25.0,20,4.05,7.85,51.87,42.26,40.91
1956,Zachary Svajda,USA,m,R,439.0,186.54,18.0,8,1.91,2.68,57.26,55.45,46.67
1957,Zane Khan,USA,m,U,405.0,186.54,19.0,10,2.6,4.1,55.0,53.67,31.25
1958,Zdenek Kolar,CZE,m,R,138.0,186.54,24.0,87,6.54,3.52,59.29,52.97,51.76
1959,Ze Zhang,CHN,m,R,607.0,186.54,29.0,54,9.31,4.97,60.55,59.21,52.81
1960,Zeke Clark,USA,m,R,773.0,186.54,21.0,7,1.76,3.04,58.67,33.07,28.57
1961,Zhaoyi Cao,CHN,m,R,1126.2,186.54,23.0,3,0.99,3.27,53.3,61.41,40.0
1962,Zhicheng Zhu,CHN,m,R,436.0,186.54,21.0,5,2.12,8.39,41.67,44.49,16.67
1963,Zhizhen Zhang,CHN,m,R,235.0,193.0,24.0,53,7.25,3.14,59.93,55.16,48.0
1964,Zhuoyang Qiu,CHN,m,U,1567.0,186.54,21.0,10,2.88,5.66,50.88,39.98,15.38
1965,Zihao Xia,CHN,m,U,1226.0,186.54,22.0,28,2.21,3.77,53.98,53.27,37.66
1966,Zizou Bergs,BEL,m,R,191.0,186.54,22.0,25,2.75,2.99,62.2,56.99,63.64
1967,Zoe Hives,AUS,f,U,611.0,173.92,22.0,8,2.33,4.63,56.17,56.24,47.06
1968,Zoe Kruger,RSA,f,U,435.0,173.92,16.0,6,1.47,9.59,40.77,36.56,14.29
1969,Zsombor Piros,HUN,m,R,347.0,186.54,21.0,34,2.54,3.56,56.34,51.41,54.65
1970,Zuzana Zlochova,SVK,f,R,473.0,173.92,31.0,6,0.74,7.24,43.6,41.47,14.29
