,name,ioc,sex,hand,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
594,Federico Zeballos,BOL,m,U,600.0,186.54,33.0,24,2.72,5.21,56.98,52.71,39.29
595,Felipe Mantilla,COL,m,R,1326.0,186.54,25.0,20,2.14,4.05,57.76,51.17,42.31
596,Felipe Meligeni Rodrigues Alves,BRA,m,R,182.0,186.54,23.0,37,9.71,3.05,58.84,51.5,51.65
597,Felix Auger Aliassime,CAN,m,R,12.0,193.0,21.0,79,16.26,5.85,63.14,57.37,59.55
598,Felix Corwin,USA,m,U,513.0,186.54,24.0,10,5.84,8.7,58.04,57.67,45.83
599,Fernanda Brito,CHI,f,R,844.0,173.92,26.0,4,0.03,6.6,54.35,48.67,60.0
600,Fernanda Contreras Gomez,MEX,f,R,286.0,173.92,23.0,9,0.87,3.72,49.63,24.95,50.0
601,Fernando Romboli,BRA,m,R,585.23,180.0,31.0,26,2.23,6.27,54.44,43.73,35.42
602,Fernando Verdasco,ESP,m,L,144.0,188.0,37.0,62,15.07,5.02,62.17,57.87,50.4
603,Fernando Yamacita,BRA,m,U,1284.0,186.54,20.0,4,1.0,3.4,50.12,34.7,28.57
604,Filip Bergevi,SWE,m,R,810.0,186.54,24.0,3,2.71,3.79,65.6,41.83,28.57
605,Filip Cristian Jianu,ROU,m,U,326.0,186.54,19.0,21,1.59,2.93,58.71,51.15,52.63
606,Filip Horansky,SVK,m,R,198.0,186.54,28.0,86,6.75,4.83,56.91,51.21,51.64
607,Filip Peliwo,CAN,m,R,433.0,186.54,26.0,60,6.04,5.43,54.49,51.06,44.44
608,Filip Veger,CRO,m,R,589.0,186.54,21.0,9,3.13,3.9,59.27,43.46,43.75
609,Filipp Kekercheni,UKR,m,R,759.88,186.54,21.0,4,1.17,5.81,57.53,64.3,50.0
610,Filippo Baldi,ITA,m,R,401.0,186.54,25.0,63,5.92,3.93,59.38,53.2,46.5
611,Filippo Volandri,ITA,m,R,211.46,183.0,35.0,18,0.43,2.86,56.39,50.45,51.28
612,Finn Tearney,NZL,m,R,1207.0,186.54,29.0,14,1.27,8.76,53.5,49.93,33.33
613,Fiona Codino,FRA,f,R,1321.0,173.92,23.0,4,0.0,6.56,38.73,43.44,0.0
614,Fiona Ferro,FRA,f,R,101.0,170.0,24.0,49,2.57,3.17,50.97,47.54,52.41
615,Flavio Cipolla,ITA,m,R,226.88,173.0,34.0,17,1.45,3.62,54.77,49.81,44.12
616,Flavio Cobolli,ITA,m,U,219.0,186.54,19.0,19,3.67,5.51,56.15,47.72,47.62
617,Florent Diep,FRA,m,U,1271.0,186.54,27.0,3,2.49,2.71,59.0,44.69,0.0
618,Florian Lakat,FRA,m,U,1284.0,186.54,23.0,3,4.73,10.06,54.59,40.86,0.0
619,Florian Mayer,GER,m,R,104.73,190.0,34.0,37,4.63,2.65,59.87,56.64,46.61
620,Fran Zvonimir Zgombic,CRO,m,U,861.0,186.54,22.0,4,1.23,11.8,53.39,38.75,20.0
621,Francesca Di Lorenzo,USA,f,L,189.0,173.92,23.0,29,5.44,4.45,54.74,48.8,41.67
622,Francesca Jones,GBR,f,R,156.0,173.92,20.0,13,2.25,7.84,53.03,55.32,40.91
623,Francesca Schiavone,ITA,f,R,117.21,166.0,38.0,33,3.25,7.18,53.81,47.96,46.05
624,Francesco Ferrari,ITA,m,U,943.35,186.54,21.0,15,1.37,3.52,56.34,38.77,20.0
625,Francesco Forti,ITA,m,R,325.0,186.54,22.0,21,5.5,6.14,58.66,54.49,54.24
626,Francesco Passaro,ITA,m,R,599.0,186.54,20.0,8,1.49,5.06,57.06,56.89,30.77
627,Francesco Vilardo,ITA,m,R,825.0,186.54,29.0,16,1.55,3.52,59.31,57.75,51.43
628,Francis Casey Alcantara,PHI,m,U,1742.0,186.54,25.0,5,2.67,8.39,53.54,34.31,33.33
629,Francisca Jorge,POR,f,U,376.0,173.92,19.0,11,0.18,1.89,51.78,49.92,45.45
630,Francisco Bahamonde,ARG,m,R,369.11,186.54,19.0,5,1.47,3.19,58.32,62.46,44.44
631,Francisco Cabral,POR,m,U,892.0,186.54,24.0,8,2.23,2.95,53.11,44.65,15.38
632,Francisco Cerundolo,ARG,m,R,113.0,186.54,22.0,34,6.59,4.71,59.09,51.96,64.29
633,Franco Agamenone,ITA,m,L,208.0,186.54,28.0,25,1.31,6.13,54.8,50.93,46.3
634,Franco Emanuel Egea,ARG,m,U,793.0,186.54,21.0,4,1.01,3.6,58.84,57.01,44.44
635,Francoise Abanda,CAN,f,R,333.0,173.92,24.0,24,5.42,4.2,53.05,53.38,48.28
636,Frank Dancevic,CAN,m,R,300.67,185.0,35.0,29,7.16,3.86,62.61,59.73,55.17
637,Frank Moser,GER,m,R,498.55,193.0,40.0,6,2.15,2.52,58.27,61.88,45.45
638,Franko Skugor,CRO,m,R,267.22,193.0,31.0,52,3.6,2.76,62.35,55.29,52.76
639,Fred Simonsson,SWE,m,R,732.39,186.54,23.0,9,2.57,7.81,60.3,53.86,47.83
640,Frederico Ferreira Silva,POR,m,L,205.0,186.54,26.0,71,4.37,2.8,58.52,55.43,52.97
641,Frederico Gil,POR,m,R,805.0,178.0,34.0,8,1.75,2.63,54.14,43.18,28.57
642,Frederik Nielsen,DEN,m,R,496.45,190.0,37.0,42,2.94,4.37,60.01,54.82,60.8
643,Fredrik Ask,NOR,m,U,1964.4,186.54,26.0,2,1.17,8.63,63.97,57.15,40.0
644,Freya Christie,GBR,f,U,762.0,173.92,21.0,3,4.53,6.53,53.03,56.99,0.0
645,Gabor Borsos,HUN,m,U,1437.0,186.54,27.0,12,4.42,5.3,55.11,55.29,34.78
646,Gabriel Alejandro Hidalgo,ARG,m,R,936.0,186.54,26.0,4,0.31,3.68,58.69,58.89,45.45
647,Gabriel Petit,FRA,m,R,647.0,186.54,24.0,5,3.69,4.69,57.75,55.64,50.0
648,Gabriela Ce,BRA,f,L,279.0,173.92,27.0,18,0.32,6.9,44.95,48.44,33.33
649,Gabriela Dabrowski,CAN,f,R,716.0,173.92,29.0,31,3.25,4.82,50.88,47.79,30.77
650,Gabriela Talaba,ROU,f,L,232.0,173.92,25.0,10,1.33,5.66,52.25,45.56,26.67
651,Gabriella Da Silva Fick,AUS,f,R,576.0,173.92,20.0,3,12.18,4.59,54.62,45.31,16.67
652,Gabriella Taylor,GBR,f,R,641.0,173.92,21.0,6,3.38,8.98,46.42,51.24,12.5
653,Gael Monfils,FRA,m,R,21.0,193.0,34.0,47,11.35,5.16,62.81,58.16,64.08
654,Gage Brymer,USA,m,U,516.0,186.54,26.0,13,2.15,2.95,56.85,44.19,22.22
655,Galina Voskoboeva,KAZ,f,R,269.15,183.0,34.0,17,3.92,3.15,50.0,52.0,25.0
656,Garbine Muguruza,ESP,f,R,5.0,182.0,27.0,45,6.58,4.22,58.02,56.05,66.32
657,Garrett Johns,USA,m,U,985.0,186.54,19.0,3,1.23,3.93,54.78,42.6,40.0
658,Gavin Van Peperzeel,AUS,m,R,511.58,186.54,25.0,10,2.98,4.72,57.7,61.27,54.84
659,Genaro Alberto Olivieri,ARG,m,U,323.0,186.54,23.0,15,1.43,3.13,58.34,54.06,57.78
660,Gengo Kikuchi,JPN,m,U,1081.0,186.54,25.0,4,1.72,1.86,57.44,50.25,37.5
661,Geoffrey Blancaneaux,FRA,m,R,283.0,186.54,23.0,63,6.09,5.48,57.44,50.79,39.57
662,George Botezan,ROU,m,R,1402.0,186.54,21.0,4,1.58,5.49,56.37,47.22,33.33
663,George Tsivadze,GEO,m,U,1023.0,186.54,25.0,5,2.43,4.35,60.07,65.69,0.0
664,George Von Massow,GER,m,R,687.25,186.54,28.0,11,3.31,3.83,59.83,58.16,53.12
665,Georgina Garcia Perez,ESP,f,U,227.0,173.92,29.0,30,14.72,5.31,56.18,54.8,45.71
666,Gerald Melzer,AUT,m,L,297.0,186.54,31.0,62,3.68,3.89,60.26,56.11,59.54
667,Gerard Granollers,ESP,m,R,988.0,186.54,30.0,47,1.62,4.14,57.51,51.96,40.43
668,Gerardo Lopez Villasenor,MEX,m,U,589.0,186.54,26.0,13,2.86,3.64,59.39,54.09,37.93
669,Germain Gigounon,BEL,m,R,344.24,186.54,29.0,22,1.24,2.89,56.46,53.62,52.17
670,Giacomo Dambrosi,ITA,m,R,744.0,186.54,19.0,4,1.41,4.93,56.63,56.53,20.0
671,Gian Marco Moroni,ITA,m,R,203.0,186.54,23.0,68,5.62,5.76,58.07,55.53,50.0
672,Gianluca Di Nicola,ITA,m,U,1212.0,186.54,23.0,20,1.18,5.39,57.91,56.13,46.0
673,Gianluca Mager,ITA,m,R,68.0,185.0,26.0,93,12.19,4.22,61.35,57.85,56.07
674,Gianluca Naso,ITA,m,R,244.94,186.54,29.0,10,2.82,3.76,54.98,58.65,41.18
675,Gianluigi Quinzi,ITA,m,L,585.0,186.54,23.0,60,7.74,3.69,58.95,53.7,53.46
676,Gianni Mina,FRA,m,R,1201.0,185.0,26.0,13,2.54,2.63,60.52,52.34,54.55
677,Gibril Diarra,AUT,m,U,1292.0,186.54,28.0,16,3.45,5.59,59.57,55.34,36.67
678,Gijs Brouwer,NED,m,L,372.0,186.54,25.0,14,4.15,4.48,60.79,61.8,44.83
679,Gilles Muller,LUX,m,L,37.19,193.0,35.0,36,20.79,5.43,66.29,61.05,54.68
680,Gilles Simon,FRA,m,R,122.0,183.0,36.0,59,7.18,3.75,58.8,55.33,49.06
681,Giorgio Portaluri,ITA,m,R,879.44,186.54,27.0,6,0.77,4.5,55.91,50.16,33.33
682,Giorgio Ricca,ITA,m,U,954.0,186.54,23.0,6,3.36,4.71,59.55,46.09,12.5
683,Giovanni Fonio,ITA,m,U,435.0,186.54,23.0,16,2.25,5.31,59.4,57.08,41.38
684,Giovanni Lapentti,ECU,m,R,295.2,193.0,34.0,19,1.7,5.16,57.42,53.69,26.67
685,Giulia Gatto Monticone,ITA,f,R,193.0,173.92,33.0,25,1.79,6.15,49.5,43.55,49.32
686,Giuliana Olmos,MEX,f,R,567.0,173.92,28.0,20,0.78,2.03,50.97,49.95,38.46
687,Giulio Zeppieri,ITA,m,L,243.0,186.54,19.0,30,6.09,2.97,61.36,54.2,53.41
688,Giuseppe Tresca,ITA,m,U,2104.0,186.54,20.0,3,2.65,6.86,46.45,37.54,14.29
689,Gleb Sakharov,FRA,m,R,737.0,186.54,31.0,58,7.21,3.89,57.27,50.31,50.34
690,Go Soeda,JPN,m,R,239.0,178.0,36.0,69,5.28,3.01,60.94,56.68,55.56
691,Goncalo Falcao,POR,m,R,1387.0,186.54,33.0,3,0.27,10.51,48.37,54.11,16.67
692,Goncalo Oliveira,POR,m,L,299.0,186.54,26.0,108,3.67,4.58,57.84,54.3,36.77
693,Gonzales Austin,HAI,m,L,651.65,186.54,24.0,4,1.49,2.94,63.27,63.67,70.59
694,Gonzalo Villanueva,ARG,m,R,483.0,186.54,26.0,22,2.52,4.19,55.5,49.23,49.21
695,Govind Nanda,USA,m,R,490.0,186.54,20.0,8,7.28,3.03,52.56,42.9,33.33
696,Grace Min,USA,f,R,169.0,173.92,27.0,26,2.1,2.5,53.2,45.39,39.62
697,Greetje Minnen,BEL,f,R,69.0,173.92,24.0,34,4.72,4.96,55.73,53.69,57.89
698,Greg Jones,AUS,m,R,699.52,190.0,28.0,17,2.73,6.11,59.18,60.84,50.0
699,Grega Zemlja,SLO,m,R,164.96,183.0,30.0,32,5.05,4.19,61.71,53.97,54.17
700,Gregoire Jacq,FRA,m,U,1113.0,186.54,26.0,22,3.69,4.67,58.7,55.88,46.43
701,Greta Arn,HUN,f,R,403.88,173.92,40.0,7,1.6,8.72,54.81,49.78,52.94
702,Grigor Dimitrov,BUL,m,R,22.0,188.0,30.0,41,10.86,4.88,64.39,59.35,60.65
703,Grigoriy Korobeynikov,UZB,m,R,-1.0,186.54,20.0,5,1.12,4.3,45.23,47.81,0.0
704,Grigoriy Lomakin,KAZ,m,U,824.0,186.54,23.0,11,3.06,4.02,56.21,50.51,14.29
705,Grzegorz Panfil,POL,m,L,946.67,183.0,30.0,11,3.65,5.16,56.11,44.12,27.78
706,Guido Andreozzi,ARG,m,R,268.0,186.54,29.0,78,6.8,5.07,59.04,57.92,55.64
707,Guido Pella,ARG,m,L,80.0,185.0,31.0,68,9.53,3.14,61.29,58.6,51.92
708,Guillermo Duran,ARG,m,R,588.31,186.54,31.0,10,2.52,5.64,57.45,50.33,46.15
709,Guillermo Garcia Lopez,ESP,m,R,456.0,188.0,38.0,89,6.46,5.42,60.16,55.24,49.22
710,Guillermo Olaso,ESP,m,U,421.57,186.54,30.0,11,1.57,3.59,60.71,56.0,63.33
711,Guillermo Rivera Aranguiz,CHI,m,R,625.17,186.54,28.0,4,2.04,3.33,63.26,54.87,41.67
712,Gustavo De Oliveira Cruz Cruz,BRA,m,U,2010.4,186.54,19.0,4,1.3,7.8,53.13,50.99,20.0
713,Hady Habib,LIB,m,U,654.0,186.54,20.0,5,1.8,4.77,65.75,72.85,71.43
714,Hailey Baptiste,USA,f,R,166.0,173.92,19.0,15,10.14,6.82,58.19,56.44,50.0
715,Haitong Xia,CHN,m,U,1331.0,186.54,23.0,3,0.79,3.97,48.67,48.43,37.5
716,Hamad Medjedovic,SRB,m,R,670.0,186.54,18.0,5,1.05,5.25,55.47,63.94,37.5
717,Hanna Chang,USA,f,U,239.0,173.92,23.0,5,0.86,7.57,51.27,46.43,38.46
718,Hans Hach Verdugo,MEX,m,U,856.9,186.54,29.0,22,3.06,5.33,57.96,57.48,25.0
719,Hans Podlipnik Castillo,CHI,m,R,332.28,186.54,29.0,28,1.67,4.03,58.09,57.9,40.43
720,Hantao Liu,CHN,m,U,-1.0,186.54,19.0,3,1.04,3.72,48.01,32.57,40.0
721,Hanyi Liu,CHN,m,U,1514.0,186.54,18.0,6,2.86,2.75,50.66,53.66,0.0
722,Hanyu Guo,CHN,f,R,583.0,173.92,21.0,6,0.56,7.88,47.45,39.58,38.89
723,Hao Wu,CHN,m,U,1499.79,186.54,22.0,6,3.46,4.89,57.45,45.59,35.71
724,Harmony Tan,FRA,f,R,109.0,173.92,23.0,23,3.94,3.19,50.9,41.45,45.28
725,Harold Mayot,FRA,m,R,420.0,186.54,18.0,8,3.98,3.45,62.8,64.67,55.56
726,Harri Heliovaara,FIN,m,R,696.0,186.54,32.0,34,6.11,3.14,58.42,50.84,43.28
727,Harriet Dart,GBR,f,R,136.0,173.92,25.0,30,8.03,5.44,53.78,54.18,45.56
728,Harrison Adams,USA,m,R,989.0,186.54,25.0,5,3.73,11.08,56.64,69.83,54.55
729,Harry Bourchier,AUS,m,R,451.0,186.54,25.0,31,6.29,5.59,60.16,50.27,40.24
730,Haruka Kaji,JPN,f,R,407.0,173.92,25.0,4,0.52,6.46,46.92,54.43,16.67
731,Heather Watson,GBR,f,R,73.0,170.0,29.0,58,8.4,5.0,54.28,52.35,47.47
732,Hendrik Jebens,GER,m,U,1500.0,186.54,21.0,4,2.39,6.41,63.33,60.64,28.57
733,Henri Laaksonen,SUI,m,R,103.0,186.54,29.0,105,8.92,5.03,59.92,54.22,54.12
734,Henrik Wiersholm,USA,m,R,505.6,186.54,21.0,2,1.09,5.1,55.58,58.91,40.0
735,Henrique Cunha,BRA,m,L,444.0,186.54,25.0,4,1.05,4.72,55.4,51.3,33.33
736,Henry Craig,USA,m,R,961.0,186.54,23.0,7,1.2,6.21,61.43,54.71,22.22
737,Herkko Pollanen,FIN,m,R,859.38,186.54,22.0,3,2.13,3.17,59.16,24.56,50.0
738,Hernan Casanova,ARG,m,U,333.0,186.54,27.0,31,0.41,1.98,52.8,48.47,38.36
739,Hiroki Kondo,JPN,m,R,1268.0,186.54,34.0,2,1.33,2.38,71.98,67.66,66.67
740,Hiroki Moriya,JPN,m,R,320.0,186.54,30.0,87,6.4,4.48,57.89,53.17,45.91
741,Hiroko Kuwata,JPN,f,R,483.0,173.92,28.0,22,1.34,6.07,51.0,44.67,33.33
742,Hiroyasu Ehara,JPN,m,R,1049.0,186.54,27.0,14,1.4,6.35,53.69,48.7,41.38
743,Holger Rune,DEN,m,R,121.0,186.54,18.0,26,5.99,4.18,56.1,52.93,63.64
744,Hong Chung,KOR,m,L,1821.0,186.54,26.0,6,0.66,3.15,56.14,64.28,36.84
745,Horacio Zeballos,ARG,m,L,84.42,188.0,33.0,59,9.21,3.18,63.72,57.32,53.85
746,Hsien Yin Peng,TPE,m,U,-1.0,186.54,28.0,11,1.74,4.84,56.54,55.1,27.78
747,Hubert Hurkacz,POL,m,R,10.0,196.0,24.0,80,12.51,4.22,63.74,60.58,59.74
748,Hugo Dellien,BOL,m,R,128.0,186.54,28.0,67,6.37,2.54,58.55,54.47,58.65
749,Hugo Di Feo,CAN,m,U,1020.43,186.54,22.0,4,0.17,7.2,50.25,46.21,28.57
750,Hugo Gaston,FRA,m,L,107.0,186.54,20.0,36,6.31,3.99,56.17,49.81,49.44
751,Hugo Grenier,FRA,m,R,184.0,186.54,25.0,71,10.36,4.09,60.2,53.18,50.85
752,Hugo Nys,MON,m,R,679.0,186.54,29.0,35,5.5,4.28,59.36,59.19,52.43
753,Huixin Wang,CHN,m,U,1458.2,186.54,23.0,4,2.41,4.63,55.94,48.2,20.0
754,Hunter Callahan,USA,m,R,991.09,186.54,24.0,6,1.54,3.36,61.24,65.19,45.45
755,Hunter Reese,USA,m,R,1821.0,186.54,27.0,8,2.82,4.93,54.3,50.32,11.11
756,Hyeon Chung,KOR,m,R,493.0,186.54,24.0,51,7.44,4.66,59.6,51.56,60.77
757,Iga Swiatek,POL,f,R,11.0,176.0,20.0,28,6.74,4.38,58.17,52.53,71.3
758,Igor Ribeiro Marcondes,BRA,m,U,598.0,186.54,23.0,5,1.01,5.39,58.8,56.13,40.0
759,Igor Zelenay,SVK,m,R,203.0,198.0,37.0,6,3.04,5.13,61.56,51.35,50.0
760,Ilija Vucic,SRB,m,R,886.5,187.0,26.0,10,2.15,6.36,59.34,56.83,45.0
761,Ilya Ivashka,BLR,m,R,46.0,193.0,27.0,92,8.71,5.26,60.28,55.74,60.91
762,Ilya Vasilyev,RUS,m,U,602.91,186.54,21.0,5,2.54,9.02,55.91,54.01,54.55
763,Indy De Vroome,NED,f,R,221.0,173.92,25.0,13,6.66,14.09,50.71,36.22,6.25
764,Ines Murta,POR,f,U,781.0,173.92,22.0,6,0.03,1.91,48.79,64.49,16.67
765,Ingrid Neel,USA,f,U,856.0,173.92,22.0,6,1.28,6.87,49.16,40.56,12.5
766,Inigo Cervantes Huegun,ESP,m,R,883.0,186.54,31.0,69,10.59,4.92,58.98,56.3,42.21
767,Ipek Oz,TUR,f,U,296.0,173.92,21.0,1,0.51,2.61,50.82,52.16,20.0
768,Ipek Soylu,TUR,f,R,460.0,173.92,23.0,24,3.25,7.74,49.57,41.63,41.67
769,Irene Burillo Escorihuela,ESP,f,U,218.0,173.92,23.0,5,0.36,7.24,46.73,31.1,16.67
770,Irina Camelia Begu,ROU,f,R,57.0,181.0,30.0,58,3.93,6.81,53.51,48.51,51.05
771,Irina Falconi,USA,f,R,370.0,173.92,29.0,30,3.51,5.4,51.92,49.0,43.59
772,Irina Fetecau,ROU,f,R,243.0,173.92,25.0,6,1.08,7.02,47.09,28.96,22.22
773,Irina Khromacheva,RUS,f,L,352.0,173.92,25.0,24,7.83,6.85,53.48,47.07,42.86
774,Irina Maria Bara,ROU,f,R,138.0,173.92,26.0,32,0.78,4.02,50.63,47.58,47.25
775,Isabella Shinikova,BUL,f,R,238.0,173.92,29.0,38,3.45,7.11,50.77,51.48,44.19
776,Isabelle Wallace,AUS,f,L,1514.0,173.92,22.0,8,3.29,7.55,50.8,47.66,25.0
777,Isaiah Strode,USA,m,R,1351.0,186.54,21.0,3,0.95,5.73,57.59,41.23,57.14
778,Isak Arvidsson,SWE,m,R,620.37,186.54,24.0,14,3.05,4.42,60.5,46.07,40.0
779,Isid Hernandez,CUB,f,U,-1.0,173.92,16.0,5,0.04,15.16,44.34,41.21,20.0
780,Issei Okamura,JPN,m,U,1069.0,186.54,27.0,13,1.45,4.31,55.38,50.97,26.09
781,Ivan Dodig,CRO,m,R,132.38,183.0,33.0,27,7.95,5.1,58.4,54.01,45.9
782,Ivan Endara,ECU,m,U,1621.0,186.54,30.0,19,2.13,4.29,58.16,61.39,44.68
783,Ivan Gakhov,RUS,m,L,465.0,186.54,24.0,38,4.23,3.93,57.99,56.86,42.55
784,Ivan Nedelko,RUS,m,R,416.0,186.54,35.0,64,7.08,4.33,53.98,49.73,26.72
785,Ivan Sabanov,CRO,m,R,1213.32,186.54,27.0,14,2.9,7.12,50.55,52.14,15.79
786,Ivana Jorovic,SRB,f,R,417.0,173.92,24.0,37,4.89,6.14,53.01,53.36,54.02
787,Ivar Jose Aramburu Contreras,MEX,m,R,1731.0,186.54,24.0,9,0.41,6.59,45.26,29.17,0.0
788,Ivo Minar,CZE,m,R,899.3,183.0,33.0,6,2.29,4.16,60.61,53.16,40.0
789,J.J. Wolf,USA,m,R,195.0,186.54,22.0,31,9.22,5.47,63.59,57.3,63.27
790,Jack Mingjie Lin,CAN,m,R,1530.0,186.54,20.0,6,3.29,6.17,55.34,43.76,20.0
791,Jack Molloy,GBR,m,R,-1.0,186.54,18.0,4,1.6,4.2,59.54,65.73,28.57
792,Jack Sock,USA,m,R,152.0,185.0,28.0,45,11.93,4.87,63.47,56.88,55.72
793,Jackson J Withrow,USA,m,U,-1.0,186.54,25.0,10,2.33,5.7,65.45,58.79,37.5
794,Jacob Dunbar,USA,m,U,1050.0,186.54,24.0,2,2.96,1.89,60.86,52.0,40.0
795,Jacob Grills,AUS,m,U,655.0,186.54,24.0,31,8.24,3.58,57.41,46.69,41.46
796,Jacopo Berrettini,ITA,m,U,453.0,186.54,22.0,24,2.82,4.07,54.06,48.23,37.21
797,Jacopo Stefanini,ITA,m,U,699.83,186.54,22.0,4,0.62,4.99,49.57,52.22,33.33
798,Jacqueline Cako,USA,f,R,943.0,173.92,28.0,25,2.56,3.41,51.98,48.78,35.85
799,Jaime Fermosell Delgado,ESP,m,U,883.0,186.54,20.0,3,0.77,10.4,53.84,53.51,33.33
800,Jaimee Floyd Angele,FRA,m,U,637.0,186.54,18.0,4,2.6,5.41,59.46,48.13,20.0
801,Jaimee Fourlis,AUS,f,R,327.0,173.92,20.0,15,1.55,3.74,54.13,53.91,44.44
802,Jake Delaney,AUS,m,U,1470.0,186.54,22.0,8,2.0,6.52,58.54,47.99,28.57
803,Jakob Sude,GER,m,U,1561.0,186.54,25.0,3,2.6,3.74,66.0,47.16,50.0
804,Jakub Paul,SUI,m,R,548.0,186.54,22.0,3,1.09,6.95,58.44,62.99,33.33
805,James Duckworth,AUS,m,R,51.0,183.0,29.0,64,14.48,3.91,62.86,59.15,61.82
806,James Frawley,AUS,m,R,1301.0,186.54,24.0,6,1.07,8.02,57.32,54.5,46.15
807,James Ibrahim,AUS,m,U,799.86,186.54,21.0,3,3.41,11.36,54.55,60.57,42.86
808,James Marsalek,GBR,m,U,674.67,186.54,25.0,6,1.84,8.07,57.05,51.0,33.33
809,James Mcgee,IRL,m,R,256.88,186.54,30.0,34,3.21,5.65,58.59,49.46,54.65
810,James Ward,GBR,m,R,389.0,190.0,34.0,65,9.72,4.27,61.62,59.43,42.95
811,Jamie Loeb,USA,f,R,174.0,173.92,26.0,31,6.47,4.99,52.34,48.11,42.5
812,Jan Choinski,GER,m,R,476.0,186.54,23.0,52,3.87,3.04,58.29,53.19,46.34
813,Jan Hernych,CZE,m,R,399.9,190.0,38.0,9,2.22,4.27,60.78,54.25,57.14
814,Jan Lennard Struff,GER,m,R,53.0,193.0,31.0,77,20.7,4.85,63.92,57.55,54.01
815,Jan Mertl,CZE,m,R,1916.0,190.0,36.0,20,4.51,3.95,61.87,55.4,38.89
816,Jan Satral,CZE,m,R,443.0,186.54,29.0,58,5.05,4.73,58.57,55.41,50.65
817,Jan Zielinski,POL,m,R,784.0,186.54,24.0,4,1.23,4.66,55.76,58.94,55.56
818,Jana Fett,CRO,f,R,207.0,173.92,24.0,50,6.31,10.46,50.68,49.7,46.34
819,Janko Tipsarevic,SRB,m,R,480.0,180.0,35.0,34,7.5,4.35,58.4,57.1,55.21
820,Jannik Sinner,ITA,m,R,11.0,188.0,20.0,49,7.4,3.27,61.63,55.4,62.84
821,Jaqueline Adina Cristian,ROU,f,R,105.0,180.0,23.0,28,5.58,4.55,53.97,51.56,49.21
822,Jared Donaldson,USA,m,R,95.59,186.54,22.0,46,8.16,4.99,61.92,54.85,49.39
823,Jared Hiltzik,USA,m,U,1453.0,186.54,24.0,26,4.72,3.88,59.77,52.64,51.58
824,Jaroslav Pospisil,CZE,m,R,758.0,186.54,40.0,11,3.37,6.42,55.91,57.22,48.15
825,Jarryd Chaplin,AUS,m,R,698.42,186.54,25.0,12,3.54,7.84,59.47,58.19,33.33
826,Jasmin Jebawy,GER,f,U,632.0,173.92,24.0,8,0.46,5.82,40.65,33.5,0.0
827,Jason Jung,TPE,m,R,166.0,186.54,32.0,89,5.67,3.98,60.86,57.93,53.69
828,Jason Kubler,AUS,m,R,214.0,186.54,28.0,40,9.57,5.32,61.75,58.5,64.84
829,Jaume Munar,ESP,m,R,75.0,183.0,24.0,85,6.55,3.33,60.59,55.38,54.71
830,Jaume Pla Malfeito,ESP,m,U,772.0,186.54,25.0,6,1.47,5.95,53.44,30.75,38.46
831,Javier Barranco Cosano,ESP,m,U,295.0,186.54,22.0,34,4.22,5.97,56.13,54.33,36.76
832,Javier Marti,ESP,m,R,838.0,186.54,27.0,10,0.69,2.68,53.57,51.55,31.25
833,Jawairiah Noordin,MAS,f,R,1248.25,173.92,26.0,7,0.18,2.73,48.74,57.26,62.5
834,Jay Clarke,GBR,m,R,197.0,186.54,23.0,70,5.57,3.95,58.14,52.87,47.06
835,Jayden Court,AUS,m,R,1724.0,186.54,19.0,3,4.27,6.74,59.27,51.04,50.0
836,Jayesh Pungliya,IND,m,U,1084.12,186.54,22.0,4,0.79,3.91,53.6,48.94,25.0
837,Jc Aragone,USA,m,R,345.0,186.54,26.0,61,7.54,4.81,59.46,55.95,46.86
838,Jea Moon Lee,KOR,m,R,1250.0,186.54,25.0,4,1.15,3.42,54.95,53.37,33.33
839,Jeevan Nedunchezhiyan,IND,m,L,559.0,186.54,29.0,16,3.62,6.77,58.93,49.13,36.0
840,Jelena Ostapenko,LAT,f,R,30.0,177.0,24.0,59,5.64,9.98,51.91,48.6,56.16
841,Jelena Simic,BIH,f,U,419.0,173.92,26.0,8,0.11,6.5,55.76,48.78,37.5
842,Jelle Sels,NED,m,U,413.0,186.54,26.0,45,6.88,4.01,58.6,55.27,47.22
843,Jennifer Brady,USA,f,R,25.0,178.0,26.0,48,7.3,4.66,57.7,56.28,56.34
844,Jennifer Elie,USA,f,R,510.0,173.92,33.0,10,1.37,6.27,53.59,46.61,14.29
845,Jenson Brooksby,USA,m,R,59.0,186.54,20.0,21,5.92,1.96,58.17,60.67,69.12
846,Jeremy Beale,AUS,m,L,583.0,186.54,25.0,4,2.53,4.98,55.73,57.06,43.75
847,Jeremy Chardy,FRA,m,R,87.0,188.0,34.0,68,15.04,6.17,63.25,55.91,52.57
848,Jeremy Jahn,GER,m,R,572.0,180.0,31.0,55,4.02,5.08,59.18,58.33,50.0
849,Jeroen Vanneste,BEL,m,R,458.0,186.54,27.0,11,3.18,5.74,60.76,49.79,54.17
850,Jerzy Janowicz,POL,m,R,505.0,203.0,29.0,33,7.97,5.33,65.52,65.19,58.54
